○ 통계표명 :,전국 및 시도별 치매유병현황,,,,,,,,,,,,,,
○ 수록기간 :,년 2015 ~ 2065,,,,,,,,,,,,,,
○ 출처1 :,치매유병현황: 중앙치매센터,,,,,,,,,,,,,,
○ 출처2 :,"노인인구수: 통계청(주민인구연앙인구, 2015-2018)",,,,,,,,,,,,,,
,"통계청(장래인구추계, 2019-2065)",,,,,,,,,,,,,,
○ 자료다운일자 :,2019-12-01 21:30,,,,,,,,,,,,,,
○ 통계표URL :,https://www.nid.or.kr/info/ub_2019.aspx?no=43406,,,,,,,,,,,,,,
,* 홈페이지개편 시 통계표 URL은 달라질 수 있음,,,,,,,,,,,,,,
○ 단위 :,"명, %",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
항목,,,,,치매환자 유병현황,,,,,,,,,,
시점,행정구역(시도)별,행정구역(기초)별,성별,연령별,치매환자,,,,,,,,,,
,,,,,환자수,유병률,,,,,,,,,
2015,전국,전국,전체,60~64세,"16,581",0.61%,,,,,,,,,
2015,전국,전국,전체,65~69세,"29,279",1.39%,,,,,,,,,
2015,전국,전국,전체,70~74세,"68,047",3.83%,,,,,,,,,
2015,전국,전국,전체,75~79세,"161,555",11.94%,,,,,,,,,
2015,전국,전국,전체,80~84세,"168,200",21.18%,,,,,,,,,
2015,전국,전국,전체,85세이상,"198,177",38.27%,,,,,,,,,
2015,전국,전국,전체,60세이상,"641,839",6.93%,,,,,,,,,
2015,전국,전국,전체,65세이상,"625,259",9.54%,,,,,,,,,
2015,전국,전국,남,60~64세,"15,056",1.13%,,,,,,,,,
2015,전국,전국,남,65~69세,"18,736",1.85%,,,,,,,,,
2015,전국,전국,남,70~74세,"36,896",4.66%,,,,,,,,,
2015,전국,전국,남,75~79세,"50,406",9.23%,,,,,,,,,
2015,전국,전국,남,80~84세,"45,771",17.09%,,,,,,,,,
2015,전국,전국,남,85세이상,"70,533",53.99%,,,,,,,,,
2015,전국,전국,남,남계,"237,397",5.82%,,,,,,,,,
2015,전국,전국,여,60~64세,"1,525",0.11%,,,,,,,,,
2015,전국,전국,여,65~69세,"10,543",0.96%,,,,,,,,,
2015,전국,전국,여,70~74세,"31,151",3.16%,,,,,,,,,
2015,전국,전국,여,75~79세,"111,149",13.76%,,,,,,,,,
2015,전국,전국,여,80~84세,"122,429",23.26%,,,,,,,,,
2015,전국,전국,여,85세이상,"127,645",32.97%,,,,,,,,,
2015,전국,전국,여,여계,"404,442",7.79%,,,,,,,,,
2015,서울특별시,서울특별시,전체,60~64세,"3,290",0.6%,,,,,,,,,
2015,서울특별시,서울특별시,전체,65~69세,"6,007",1.38%,,,,,,,,,
2015,서울특별시,서울특별시,전체,70~74세,"13,075",3.87%,,,,,,,,,
2015,서울특별시,서울특별시,전체,75~79세,"26,501",11.8%,,,,,,,,,
2015,서울특별시,서울특별시,전체,80~84세,"25,485",21.03%,,,,,,,,,
2015,서울특별시,서울특별시,전체,85세이상,"32,118",38.59%,,,,,,,,,
2015,서울특별시,서울특별시,전체,60세이상,"106,475",6.08%,,,,,,,,,
2015,서울특별시,서울특별시,전체,65세이상,"103,186",8.59%,,,,,,,,,
2015,서울특별시,서울특별시,남,60~64세,"2,974",1.13%,,,,,,,,,
2015,서울특별시,서울특별시,남,65~69세,"3,816",1.85%,,,,,,,,,
2015,서울특별시,서울특별시,남,70~74세,"7,413",4.66%,,,,,,,,,
2015,서울특별시,서울특별시,남,75~79세,"8,995",9.23%,,,,,,,,,
2015,서울특별시,서울특별시,남,80~84세,"7,464",17.09%,,,,,,,,,
2015,서울특별시,서울특별시,남,85세이상,"12,025",53.99%,,,,,,,,,
2015,서울특별시,서울특별시,남,남계,"42,687",5.39%,,,,,,,,,
2015,서울특별시,서울특별시,여,60~64세,316,0.11%,,,,,,,,,
2015,서울특별시,서울특별시,여,65~69세,"2,191",0.96%,,,,,,,,,
2015,서울특별시,서울특별시,여,70~74세,"5,663",3.16%,,,,,,,,,
2015,서울특별시,서울특별시,여,75~79세,"17,506",13.76%,,,,,,,,,
2015,서울특별시,서울특별시,여,80~84세,"18,020",23.26%,,,,,,,,,
2015,서울특별시,서울특별시,여,85세이상,"20,093",32.97%,,,,,,,,,
2015,서울특별시,서울특별시,여,여계,"63,788",6.65%,,,,,,,,,
2015,서울특별시,종로구,전체,60~64세,53,0.61%,,,,,,,,,
2015,서울특별시,종로구,전체,65~69세,99,1.38%,,,,,,,,,
2015,서울특별시,종로구,전체,70~74세,250,3.84%,,,,,,,,,
2015,서울특별시,종로구,전체,75~79세,547,11.77%,,,,,,,,,
2015,서울특별시,종로구,전체,80~84세,542,20.89%,,,,,,,,,
2015,서울특별시,종로구,전체,85세이상,745,39.63%,,,,,,,,,
2015,서울특별시,종로구,전체,60세이상,"2,235",7.13%,,,,,,,,,
2015,서울특별시,종로구,전체,65세이상,"2,183",9.57%,,,,,,,,,
2015,서울특별시,종로구,남,60~64세,48,1.13%,,,,,,,,,
2015,서울특별시,종로구,남,65~69세,62,1.85%,,,,,,,,,
2015,서울특별시,종로구,남,70~74세,138,4.66%,,,,,,,,,
2015,서울특별시,종로구,남,75~79세,189,9.23%,,,,,,,,,
2015,서울특별시,종로구,남,80~84세,170,17.09%,,,,,,,,,
2015,서울특별시,종로구,남,85세이상,322,53.99%,,,,,,,,,
2015,서울특별시,종로구,남,남계,929,6.54%,,,,,,,,,
2015,서울특별시,종로구,여,60~64세,5,0.11%,,,,,,,,,
2015,서울특별시,종로구,여,65~69세,37,0.96%,,,,,,,,,
2015,서울특별시,종로구,여,70~74세,112,3.16%,,,,,,,,,
2015,서울특별시,종로구,여,75~79세,358,13.76%,,,,,,,,,
2015,서울특별시,종로구,여,80~84세,372,23.26%,,,,,,,,,
2015,서울특별시,종로구,여,85세이상,423,32.97%,,,,,,,,,
2015,서울특별시,종로구,여,여계,"1,306",7.61%,,,,,,,,,
2015,서울특별시,중구,전체,60~64세,47,0.62%,,,,,,,,,
2015,서울특별시,중구,전체,65~69세,85,1.39%,,,,,,,,,
2015,서울특별시,중구,전체,70~74세,202,3.84%,,,,,,,,,
2015,서울특별시,중구,전체,75~79세,434,11.87%,,,,,,,,,
2015,서울특별시,중구,전체,80~84세,436,21.2%,,,,,,,,,
2015,서울특별시,중구,전체,85세이상,575,39.13%,,,,,,,,,
2015,서울특별시,중구,전체,60세이상,"1,779",6.82%,,,,,,,,,
2015,서울특별시,중구,전체,65세이상,"1,733",9.33%,,,,,,,,,
2015,서울특별시,중구,남,60~64세,42,1.13%,,,,,,,,,
2015,서울특별시,중구,남,65~69세,54,1.85%,,,,,,,,,
2015,서울특별시,중구,남,70~74세,111,4.66%,,,,,,,,,
2015,서울특별시,중구,남,75~79세,141,9.23%,,,,,,,,,
2015,서울특별시,중구,남,80~84세,117,17.09%,,,,,,,,,
2015,서울특별시,중구,남,85세이상,233,53.99%,,,,,,,,,
2015,서울특별시,중구,남,남계,698,5.97%,,,,,,,,,
2015,서울특별시,중구,여,60~64세,4,0.11%,,,,,,,,,
2015,서울특별시,중구,여,65~69세,31,0.96%,,,,,,,,,
2015,서울특별시,중구,여,70~74세,91,3.16%,,,,,,,,,
2015,서울특별시,중구,여,75~79세,293,13.76%,,,,,,,,,
2015,서울특별시,중구,여,80~84세,319,23.26%,,,,,,,,,
2015,서울특별시,중구,여,85세이상,343,32.97%,,,,,,,,,
2015,서울특별시,중구,여,여계,"1,081",7.5%,,,,,,,,,
2015,서울특별시,용산구,전체,60~64세,73,0.59%,,,,,,,,,
2015,서울특별시,용산구,전체,65~69세,138,1.37%,,,,,,,,,
2015,서울특별시,용산구,전체,70~74세,341,3.83%,,,,,,,,,
2015,서울특별시,용산구,전체,75~79세,798,11.93%,,,,,,,,,
2015,서울특별시,용산구,전체,80~84세,771,20.89%,,,,,,,,,
2015,서울특별시,용산구,전체,85세이상,"1,007",39.22%,,,,,,,,,
2015,서울특별시,용산구,전체,60세이상,"3,128",7.08%,,,,,,,,,
2015,서울특별시,용산구,전체,65세이상,"3,055",9.55%,,,,,,,,,
2015,서울특별시,용산구,남,60~64세,65,1.13%,,,,,,,,,
2015,서울특별시,용산구,남,65~69세,86,1.85%,,,,,,,,,
2015,서울특별시,용산구,남,70~74세,185,4.66%,,,,,,,,,
2015,서울특별시,용산구,남,75~79세,251,9.23%,,,,,,,,,
2015,서울특별시,용산구,남,80~84세,241,17.09%,,,,,,,,,
2015,서울특별시,용산구,남,85세이상,412,53.99%,,,,,,,,,
2015,서울특별시,용산구,남,남계,"1,240",6.44%,,,,,,,,,
2015,서울특별시,용산구,여,60~64세,7,0.11%,,,,,,,,,
2015,서울특별시,용산구,여,65~69세,53,0.96%,,,,,,,,,
2015,서울특별시,용산구,여,70~74세,156,3.16%,,,,,,,,,
2015,서울특별시,용산구,여,75~79세,548,13.76%,,,,,,,,,
2015,서울특별시,용산구,여,80~84세,529,23.26%,,,,,,,,,
2015,서울특별시,용산구,여,85세이상,594,32.97%,,,,,,,,,
2015,서울특별시,용산구,여,여계,"1,887",7.58%,,,,,,,,,
2015,서울특별시,성동구,전체,60~64세,95,0.61%,,,,,,,,,
2015,서울특별시,성동구,전체,65~69세,172,1.38%,,,,,,,,,
2015,서울특별시,성동구,전체,70~74세,400,3.85%,,,,,,,,,
2015,서울특별시,성동구,전체,75~79세,840,11.85%,,,,,,,,,
2015,서울특별시,성동구,전체,80~84세,777,20.99%,,,,,,,,,
2015,서울특별시,성동구,전체,85세이상,934,38.9%,,,,,,,,,
2015,서울특별시,성동구,전체,60세이상,"3,217",6.24%,,,,,,,,,
2015,서울특별시,성동구,전체,65세이상,"3,122",8.67%,,,,,,,,,
2015,서울특별시,성동구,남,60~64세,86,1.13%,,,,,,,,,
2015,서울특별시,성동구,남,65~69세,109,1.85%,,,,,,,,,
2015,서울특별시,성동구,남,70~74세,222,4.66%,,,,,,,,,
2015,서울특별시,성동구,남,75~79세,277,9.23%,,,,,,,,,
2015,서울특별시,성동구,남,80~84세,233,17.09%,,,,,,,,,
2015,서울특별시,성동구,남,85세이상,366,53.99%,,,,,,,,,
2015,서울특별시,성동구,남,남계,"1,292",5.55%,,,,,,,,,
2015,서울특별시,성동구,여,60~64세,9,0.11%,,,,,,,,,
2015,서울특별시,성동구,여,65~69세,63,0.96%,,,,,,,,,
2015,서울특별시,성동구,여,70~74세,178,3.16%,,,,,,,,,
2015,서울특별시,성동구,여,75~79세,563,13.76%,,,,,,,,,
2015,서울특별시,성동구,여,80~84세,544,23.26%,,,,,,,,,
2015,서울특별시,성동구,여,85세이상,568,32.97%,,,,,,,,,
2015,서울특별시,성동구,여,여계,"1,925",6.81%,,,,,,,,,
2015,서울특별시,광진구,전체,60~64세,112,0.6%,,,,,,,,,
2015,서울특별시,광진구,전체,65~69세,195,1.39%,,,,,,,,,
2015,서울특별시,광진구,전체,70~74세,420,3.88%,,,,,,,,,
2015,서울특별시,광진구,전체,75~79세,848,11.76%,,,,,,,,,
2015,서울특별시,광진구,전체,80~84세,781,21.06%,,,,,,,,,
2015,서울특별시,광진구,전체,85세이상,"1,002",38.94%,,,,,,,,,
